country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year,gdp_per_capita,generation
Norway,1999,female,25-34 years,0,278,8.61,Norway1992,0.684,"130,838,040,068",884,Generation X
Bahamas,2006,female,35-54 years,14,365894,2.25,Cyprus2006,,"20,403,713,461",4426,Boomers
Mauritius,2011,male,75+ years,3,58670,0.68,Luxembourg1999,0.687,"22,235,929,043",3012,Silent
Bahrain,2009,female,75+ years,705,1105582,50.76,Uruguay1988,,"8,213,515,459",15247,Silent
Ukraine,1986,male,15-24 years,291,1217745,3.12,Australia2011,,"207,998,568,866",3198,Millenials
Ecuador,2001,female,55-74 years,973,3958261,7.99,El Salvador2005,,"14,698,001,400",48270,Boomers
Malta,1988,female,75+ years,10,278,2.48,Brazil1990,,"461,951,782,000",4247,Silent
Romania,1997,male,25-34 years,233,2950910,3.89,Georgia1998,,"2,151,732,868,243",3816,Boomers
Republic of Korea,1993,female,25-34 years,83,2221635,3.64,Philippines1992,,"52,976,344,929",26746,Generation X
Jamaica,2001,female,25-34 years,0,413222,3.28,Argentina1989,,"76,636,898,036",3395,Millenials
Italy,2012,male,35-54 years,3,201631,6.69,Norway2002,0.83,"195,418,347,153",9615,Boomers
Turkmenistan,2001,female,75+ years,53,1740849,1.77,Trinidad and Tobago1995,,"5,329,214,163",268,Silent
Antigua and Barbuda,2001,female,5-14 years,9,889563,0.0,Argentina1994,,"257,440,000,000",3299,Millenials
Panama,2014,female,75+ years,58,83935,12.82,Poland1990,0.772,"65,977,749,037",125606,Silent
Costa Rica,2009,male,25-34 years,72,235836,5.34,Bulgaria2010,,"50,610,058,210",8069,Generation X
Sweden,2001,male,75+ years,114,2744293,17.99,Slovenia2002,,"23,563,576,758",18973,Silent
Belize,1985,male,35-54 years,59,122354,29.99,Belize2012,,"1,573,670,250",6530,Silent
Bahamas,2006,male,15-24 years,0,25704,1.13,Estonia2009,,"19,652,492,637",4848,Millenials
Australia,2000,female,35-54 years,17,1329164,7.2,Croatia2001,0.833,"23,289,671,102",24578,Millenials
Czech Republic,2001,female,35-54 years,727,1201667,2.86,Iceland1989,,"5,588,533,007",6536,Boomers
Aruba,1999,female,75+ years,648,1036559,8.0,Kazakhstan1992,,"24,906,939,560",19302,Silent
Luxembourg,2005,male,25-34 years,10,330816,28.46,Macau1994,,"6,265,844,252",85208,Generation X
Uruguay,1999,female,75+ years,972,2838764,6.25,Colombia1996,,"97,160,109,278",24816,G.I. Generation
Fiji,1999,male,5-14 years,5,4647646,1.06,Trinidad and Tobago2008,0.65,"27,870,257,894",1513,Millenials
Paraguay,1998,female,35-54 years,67,396843,4.46,Panama2009,,"27,116,635,600",7012,Boomers
Latvia,2004,female,55-74 years,20,318238,7.08,Sweden2008,,"513,965,650,650",5784,Silent
Israel,2015,male,15-24 years,19,96785,9.3,Italy1985,0.682,"72,207,028,767",2461,Millenials
Sweden,2014,female,15-24 years,12,320229,4.65,Austria2007,,"388,691,445,387",33020,Generation X
Luxembourg,2013,female,35-54 years,8,917158,6.76,Malta1990,0.839,"2,547,163,582",15973,Boomers
Grenada,2001,male,25-34 years,0,278,0.0,Denmark1996,,"187,632,400,366",29000,Generation X
Bahamas,1996,female,75+ years,0,14823,0.0,Argentina2002,,"97,724,004,252",1727,Silent
Malta,2009,male,35-54 years,52,518168,27.59,Antigua and Barbuda2001,0.653,"800,740,259",5002,Boomers
Barbados,1985,female,75+ years,2,278,3.8,Albania1992,,"709,452,584",1826,G.I. Generation
Cuba,2001,male,75+ years,40,313986,42.39,Cuba2001,,"31,682,400,000",48738,Silent
Saint Lucia,2011,male,75+ years,18,3648481,58.21,Romania1992,,"25,121,666,667",8212,Silent
Switzerland,2008,female,25-34 years,6,3452180,8.78,Switzerland1998,0.668,"295,045,152,021",2388,Generation X
Republic of Korea,2005,female,75+ years,19,69252,5.6,South Africa2005,,"257,671,413,751",28359,Silent
Serbia,1987,male,25-34 years,1088,1558223,9.32,San Marino1999,,"1,215,640,315",14927,Generation X
United Kingdom,2012,female,35-54 years,83,1321517,4.18,Austria2011,,"431,120,310,089",39844,Boomers
Belgium,1985,male,55-74 years,309,581535,13.19,Thailand2007,,"262,942,650,544",2750,G.I. Generation
Costa Rica,2003,male,15-24 years,61,1307696,4.36,United Kingdom2002,0.681,"1,768,408,273,381",6537,Generation X
Norway,2002,female,25-34 years,16,1102330,2.48,Netherlands1988,,"258,567,751,143",6648,Boomers
Norway,1998,male,55-74 years,56,377135,28.92,Colombia1988,,"39,212,550,050",21079,Boomers
Chile,1999,male,35-54 years,12,325923,15.0,Colombia1992,,"49,279,585,355",3154,Boomers
Qatar,2010,male,5-14 years,0,87951,0.0,Kiribati2000,0.669,"67,254,174",3408,Millenials
Guatemala,2012,female,25-34 years,11,371828,3.77,Guatemala2014,0.874,"58,722,323,918",76906,Generation Z
Italy,2005,female,75+ years,0,430283,0.35,Thailand1997,,"150,180,268,649",24544,Silent
Albania,2011,female,15-24 years,14,1069578,4.41,Austria2008,0.726,"1,170,787,352,906",2556,Millenials
Finland,2001,female,75+ years,29,395314,15.63,El Salvador1999,,"11,284,197,000",24329,Generation X
Guatemala,2014,female,15-24 years,6,1329987,3.53,Guatemala1988,0.806,"7,841,602,824",7539,Millenials
Armenia,1994,female,5-14 years,16,339883,3.75,Trinidad and Tobago1989,,"4,323,058,824",824,Millenials
Azerbaijan,1994,male,5-14 years,0,278,0.66,Belize1990,,"413,050,000",23466,Generation Z
Uruguay,1995,female,55-74 years,61,90032,15.49,Barbados1986,,"1,556,321,742",1998,Silent
Belize,2013,male,5-14 years,0,278,0.0,Brazil2003,0.888,"558,319,920,832",10407,Generation Z
Belarus,2000,male,25-34 years,14,8265,11.13,Barbados2003,,"3,274,850,000",3922,Boomers
Bahrain,1998,female,75+ years,13,38644,7.72,Republic of Korea2007,,"1,122,679,154,632",24710,Silent
Colombia,2000,male,35-54 years,574,2248060,80.28,Panama1999,,"12,130,252,200",3483,Boomers
Luxembourg,1988,male,55-74 years,563,2202466,25.96,Hungary1994,,"43,160,392,124",34534,Boomers
Bahrain,1995,female,55-74 years,0,817995,1.88,Aruba2010,,"2,467,703,911",2726,Silent
Uruguay,2015,female,35-54 years,266,497083,11.89,Belize1999,0.768,"732,732,350",29315,Boomers
United States,2000,female,35-54 years,185,6199798,2.48,United States1989,,"5,657,693,000,000",2708,Boomers
Paraguay,2004,male,15-24 years,3,129452,65.44,Paraguay1997,0.682,"9,965,225,497",3374,Generation X
Italy,1986,male,75+ years,643,2819654,12.82,Netherlands2011,,"893,757,287,202",27093,Boomers
Argentina,1997,female,75+ years,12,60278,3.08,Bahamas1998,,"6,833,220,000",5265,G.I. Generation
Fiji,2014,male,15-24 years,6,54540,4.5,Portugal1989,,"60,600,056,659",6986,Silent
Ireland,2009,male,35-54 years,83,343994,19.72,Australia1987,0.827,"189,041,159,344",18122,Generation X
Qatar,2010,female,15-24 years,0,969261,3.67,Bahamas2009,0.732,"7,937,758,980",105546,Millenials
Guatemala,1985,male,75+ years,16,278,69.46,France1994,,"1,393,982,750,473",1357,G.I. Generation
Argentina,2013,female,35-54 years,14,1317456,0.55,Antigua and Barbuda1998,0.827,"727,860,593",5885,Millenials
Paraguay,1995,female,55-74 years,4,38890,22.01,Russian Federation2009,,"1,222,643,696,992",22983,Boomers
Kuwait,1999,male,25-34 years,52,186464,5.94,Italy1985,,"450,725,816,043",59986,Silent
Luxembourg,1986,female,55-74 years,0,35870,0.0,Kiribati1996,,"374,291,430,318",4267,Generation X
Serbia,1997,female,5-14 years,37,300507,0.01,Serbia2003,,"21,188,704,081",28513,Millenials
Australia,1989,female,55-74 years,1155,1472326,4.08,Argentina2003,,"127,586,973,492",1370,Boomers
Uruguay,1986,male,5-14 years,0,192431,0.35,Uruguay2004,,"13,686,329,890",5684,Generation Z
Philippines,2005,male,35-54 years,1034,5452648,10.77,Azerbaijan1999,,"4,581,222,442",3763,Boomers
El Salvador,1985,female,55-74 years,92,1311027,2.48,Romania1993,,"26,362,894,737",2614,Boomers
Montenegro,2001,female,75+ years,0,278,0.47,Saint Vincent and Grenadines1998,,"373,619,852",6110,Silent
Austria,2001,female,55-74 years,20,408389,0.41,Cuba1997,,"25,366,200,000",23923,Silent
New Zealand,2007,female,35-54 years,105,2000385,3.23,Norway1992,0.839,"130,838,040,068",32792,Boomers
Latvia,2006,male,5-14 years,2,64415,0.73,Argentina2000,,"284,203,750,000",6505,Millenials
Republic of Korea,1997,male,75+ years,87,61047,26.67,Republic of Korea2004,,"764,880,644,711",18735,G.I. Generation
Luxembourg,2004,female,25-34 years,4,278,4.63,Czech Republic1998,,"66,490,372,105",10100,Generation X
Lithuania,1985,male,15-24 years,8,26501,5.59,Lithuania2004,,"22,649,930,576",3440,Generation X
Canada,2001,female,75+ years,22,3561438,10.05,Canada2003,,"892,380,986,368",20424,Generation X
Belize,1995,female,25-34 years,0,278,1.77,Australia2009,,"926,448,240,318",24633,Generation X
Slovakia,2012,female,75+ years,13,277267,10.08,Belize1999,0.898,"732,732,350",104668,Millenials
Sweden,2010,male,35-54 years,733,21908929,15.62,Netherlands2005,,"678,533,764,457",48701,Boomers
Ireland,2008,female,25-34 years,11,1389476,1.3,Romania1991,,"28,998,684,211",29644,Generation X
Germany,1998,female,35-54 years,18,591099,10.04,Belgium1990,,"206,430,841,502",24850,Generation X
Brazil,1996,male,55-74 years,8,67288,0.0,Brazil1988,,"10,003,670,690",3689,Silent
Saint Vincent and Grenadines,2001,female,35-54 years,8,125526,0.0,Paraguay1991,,"6,984,367,763",5486,Boomers
Italy,2010,male,25-34 years,800,2670299,20.47,Kuwait2009,0.894,"105,899,930,507",45147,Generation X
Singapore,2000,male,75+ years,20,136513,30.07,Panama2015,,"54,315,722,500",22929,G.I. Generation
Guatemala,1995,female,75+ years,15,513422,2.07,Hungary2013,0.778,"135,215,704,419",24818,G.I. Generation
Argentina,2000,female,25-34 years,852,3406915,3.96,Israel1988,,"50,078,767,903",1197,Generation X
Armenia,1987,male,75+ years,12,197868,15.01,Barbados1992,,"1,950,900,000",25673,G.I. Generation
Switzerland,2016,female,25-34 years,38,231791,6.24,Belarus1997,,"81,577,430,181",50623,Boomers
Italy,1999,male,15-24 years,46,1146838,21.89,Croatia2000,0.899,"21,774,273,832",56709,Generation X
Republic of Korea,1994,female,5-14 years,0,113546,0.0,Republic of Korea1995,,"556,130,926,913",1721,Millenials
Nicaragua,1992,male,5-14 years,14,385278,0.71,Luxembourg2008,0.622,"55,849,686,539",1363,Generation X
Kyrgyzstan,1997,female,35-54 years,119,829046,4.44,Costa Rica1995,,"12,552,071,367",2469,Boomers
Portugal,2003,male,75+ years,0,278,49.7,Poland2004,,"344,748,646,558",4268,Silent
Chile,2005,female,35-54 years,484,3095312,7.06,Colombia1985,,"34,894,411,352",5610,Millenials
Estonia,1994,male,75+ years,26,82476,35.61,Qatar2007,,"79,712,087,912",21673,G.I. Generation
Sweden,2007,female,75+ years,37,1114649,44.68,Guyana2009,,"2,061,323,854",6849,Silent
Belgium,2013,female,5-14 years,1,320416,0.37,Sweden2015,0.909,"497,918,109,302",31944,Generation Z
Belarus,2001,female,35-54 years,10,42145,10.13,Poland2005,,"306,125,173,853",3954,Boomers
Slovenia,2012,female,5-14 years,14,3849837,0.15,Puerto Rico2008,0.723,"93,639,316,000",15095,Generation Z
Trinidad and Tobago,1998,female,75+ years,0,31806,0.2,Trinidad and Tobago2004,,"13,280,275,123",1662,Silent
Paraguay,1996,female,25-34 years,171,9765993,4.09,Saint Lucia2004,,"893,107,211",25757,Generation X
France,1993,female,35-54 years,24,2738985,0.53,Georgia2015,,"13,993,546,732",24678,Boomers
Chile,2014,female,15-24 years,45,1148674,4.6,Bahamas2005,0.825,"9,836,200,000",8767,Millenials
Paraguay,2002,male,55-74 years,106,498694,9.89,Panama2004,0.685,"15,013,381,700",3828,Boomers
Montenegro,2007,male,25-34 years,0,669647,0.0,Slovenia2005,,"36,346,974,008",27486,Generation X
Spain,1995,female,5-14 years,0,111007,0.29,Paraguay1991,,"6,984,367,763",25352,Generation X
Mexico,1986,male,35-54 years,1032,1633112,80.18,Portugal1995,,"118,133,634,072",2517,Boomers
Thailand,2001,female,25-34 years,79,7949216,1.87,Kazakhstan2003,,"541,506,500,414",3422,Boomers
Greece,2000,female,55-74 years,10,1218510,0.05,Grenada2005,,"695,370,296",24410,Boomers
Costa Rica,2002,female,5-14 years,0,278,0.0,Croatia2002,,"26,878,499,206",23764,Millenials
Russian Federation,1997,female,5-14 years,1268,2355687,0.78,Netherlands1994,,"374,291,430,318",36432,Boomers
Turkmenistan,2009,male,75+ years,211,2222442,44.75,Turkmenistan1995,,"2,482,228,440",5302,Silent
Belarus,1986,male,25-34 years,253,451878,3.42,Guyana1994,0.618,"2,576,024,116",2508,Generation X
Spain,2014,female,35-54 years,118,1597852,9.43,South Africa1999,,"136,631,966,609",4091,Boomers
Norway,2004,female,35-54 years,18,1975413,10.26,Guyana2012,,"2,861,562,266",11165,Boomers
Switzerland,2014,female,75+ years,55,1098965,13.97,Antigua and Barbuda1988,0.912,"398,637,741",51119,Silent
Bulgaria,1989,male,75+ years,28,2383414,24.26,Bulgaria1990,,"20,632,090,909",20006,G.I. Generation
Mauritius,1998,female,75+ years,5,278,4.79,Mauritius2014,,"12,803,445,934",4593,Silent
Luxembourg,2002,female,5-14 years,0,52072,0.0,Saint Lucia2008,,"1,282,215,407",29197,Millenials
Luxembourg,2009,female,35-54 years,17,34904,7.46,Luxembourg2010,0.775,"53,212,476,812",7399,Boomers
Saint Lucia,2005,male,25-34 years,0,278,2.04,Finland2010,,"247,799,815,768",10183,Generation X
Panama,1999,female,75+ years,11,485359,4.11,Seychelles1985,,"168,887,539",6902,Silent
Greece,1997,female,35-54 years,5,267725,7.13,Belize2015,,"1,778,567,600",28104,Boomers
Austria,2005,female,25-34 years,85,4192906,3.02,Germany1993,0.829,"2,068,555,542,411",28407,Boomers
Hungary,2016,male,35-54 years,72,1583163,24.78,Saint Lucia2011,,"1,436,803,333",4477,Boomers
Puerto Rico,1997,male,55-74 years,768,502393,24.88,Puerto Rico2000,,"61,701,800,000",2633,Silent
Denmark,2000,female,25-34 years,5,278,0.41,Puerto Rico1995,,"42,647,331,000",16219,Boomers
Hungary,2008,male,25-34 years,9,954703,16.03,Ireland1989,0.812,"39,285,385,088",33386,Generation X
Poland,2000,female,55-74 years,923,1575281,75.57,Portugal1991,0.777,"89,242,382,961",24540,Silent
Sweden,2014,male,75+ years,945,1318032,30.66,Uzbekistan2003,0.909,"10,128,112,401",57097,Silent
Sri Lanka,1985,female,75+ years,18,76830,37.53,Suriname1997,,"929,607,500",10564,G.I. Generation
Switzerland,2015,female,35-54 years,361,369767,12.98,Sweden2012,0.91,"543,880,647,757",32624,Boomers
Cyprus,2000,female,15-24 years,0,75510,2.5,France1999,,"11,399,942,453",14860,Millenials
Brazil,2005,female,5-14 years,53,3007554,4.07,Panama1996,,"9,870,494,000",23381,Generation X
Ireland,2012,male,25-34 years,57,300657,18.84,Denmark1999,0.777,"177,965,224,621",7726,Generation X
Norway,2010,female,55-74 years,51,170823,3.34,Spain1996,,"640,998,292,395",7470,Silent
Georgia,1996,female,25-34 years,8,392545,3.03,Costa Rica2004,,"18,529,767,934",4239,Generation X
Barbados,1988,male,15-24 years,0,278,0.0,Barbados1988,,"1,822,815,594",7114,Millenials
Greece,2009,male,15-24 years,744,1919229,26.36,Greece1992,0.768,"116,224,673,043",6679,Generation X
Russian Federation,2012,female,5-14 years,4,370384,0.23,Saint Lucia1989,,"415,518,112",32584,Generation X
Germany,2006,male,25-34 years,554,800911,21.33,Philippines2003,,"83,908,206,648",86397,Millenials
Puerto Rico,1999,female,75+ years,10544,459955,39.55,Russian Federation2012,,"2,210,256,976,945",17718,G.I. Generation
Ecuador,1986,male,75+ years,19,3511612,76.63,Romania1990,,"38,995,454,545",1583,G.I. Generation
Antigua and Barbuda,2003,male,5-14 years,0,278,0.0,Guatemala1998,,"19,395,491,993",7360,Generation X
Republic of Korea,2006,male,5-14 years,4,513248,0.0,Republic of Korea2010,,"1,094,499,338,703",18675,Millenials
Albania,1999,female,75+ years,27,102314,49.23,Australia1995,,"367,216,364,716",18663,G.I. Generation
Cuba,2002,male,55-74 years,849,1589728,69.37,Canada1992,,"483,962,431",7731,Boomers
Brazil,1985,female,35-54 years,17,3852907,0.01,Ireland1987,,"33,961,142,322",7402,Boomers
Portugal,1998,female,25-34 years,265,1265771,4.89,Croatia2003,,"34,658,113,497",22772,Generation X
Georgia,2004,male,25-34 years,6,285246,0.0,Guyana2011,,"2,576,024,116",5750,Millenials
Austria,1997,male,75+ years,669,543462,21.79,United Kingdom1994,,"2,441,173,394,730",1202,Silent
Saint Lucia,2011,female,25-34 years,0,29794,0.04,Spain1996,0.667,"640,998,292,395",98404,Boomers
Uzbekistan,1995,female,25-34 years,9,76021,0.37,Armenia2008,,"11,662,040,714",5692,Generation X
Azerbaijan,1993,female,75+ years,71,198379,83.39,Switzerland2008,,"554,363,487,120",3200,G.I. Generation
Luxembourg,1997,male,15-24 years,85,1396302,4.63,Mexico2010,0.65,"1,057,801,282,051",2079,Millenials
South Africa,2005,female,5-14 years,0,1081313,0.45,Saint Lucia2010,,"1,381,968,259",23654,Generation Z
Norway,1986,female,55-74 years,50,661411,6.7,Oman2014,,"81,076,723,017",5588,Silent
Switzerland,1997,female,25-34 years,533,4011406,3.22,Hungary2011,,"1,078,402,128",34961,Millenials
United Kingdom,2011,female,55-74 years,10,3508828,0.94,Azerbaijan1994,,"430,068,712,972",15745,Boomers
Serbia,1987,female,35-54 years,1207,2857054,2.23,Norway2014,,"499,338,534,779",1177,Boomers
Georgia,2001,female,25-34 years,11,316839,2.74,Germany2006,,"3,002,446,368,084",3906,Generation X
Sri Lanka,1986,female,55-74 years,5,147248,4.53,Mauritius2000,,"4,582,555,125",5493,Silent
South Africa,1994,male,5-14 years,4,379973,0.37,Netherlands1993,0.657,"349,037,818,106",12296,Generation Z
Antigua and Barbuda,2001,male,75+ years,14,44992,21.15,Antigua and Barbuda2012,,"1,211,411,704",7227,Silent
Aruba,2006,female,75+ years,0,278,0.35,Mexico2005,0.733,"500,413,483,109",8246,Generation X
Japan,2008,female,55-74 years,71,1870749,8.59,Brazil1993,0.901,"437,798,577,640",41621,Silent
Russian Federation,2003,female,25-34 years,2487,10665934,12.21,El Salvador2009,,"17,601,616,000",43557,Boomers
Russian Federation,1998,female,55-74 years,30,701905,2.34,Romania2015,,"177,911,101,680",14528,Boomers
Aruba,2012,female,35-54 years,5,278,3.5,Kazakhstan1991,,"24,881,135,586",8777,Silent
Australia,2004,male,25-34 years,55,766833,9.56,Croatia1995,,"22,387,561,845",25619,Generation X
France,1999,male,5-14 years,911,2779749,12.85,Guatemala2002,,"20,776,669,467",30842,Generation X
Puerto Rico,1985,female,75+ years,4,9297,0.6,Philippines2003,,"83,908,206,648",7017,Silent
Italy,2000,female,5-14 years,4,2193447,0.36,Kuwait2004,,"59,440,108,585",15117,Generation Z
United States,2008,male,55-74 years,328,3780452,70.59,Barbados2001,,"3,116,650,000",25091,Silent
Sweden,1987,male,25-34 years,24,330472,33.37,Greece1990,,"97,891,090,929",7015,Generation X
Cuba,1997,male,15-24 years,253,712112,24.45,Cuba2006,,"52,742,800,000",4964,Generation X
Belgium,1992,female,75+ years,17,158830,11.44,Belize1986,0.682,"227,850,000",3228,G.I. Generation
Norway,2013,female,5-14 years,0,498202,0.0,Latvia1998,0.917,"7,174,985,107",101136,Generation Z
Costa Rica,2013,male,25-34 years,40,267465,8.73,Aruba2002,0.754,"1,941,094,972",5705,Generation X
Switzerland,2008,female,5-14 years,4,994138,0.26,Thailand2015,,"401,399,422,443",84963,Generation X
Portugal,2013,male,15-24 years,6,1070814,3.59,Armenia1997,0.832,"1,639,492,424",8038,Millenials
Antigua and Barbuda,2004,female,25-34 years,0,80081,2.76,Antigua and Barbuda2006,,"1,169,357,979,865",7374,Generation X
Russian Federation,1999,female,35-54 years,2952,12898112,112.22,Suriname2010,,"4,368,398,048",51931,Boomers
Philippines,1997,male,25-34 years,115,3402401,4.16,Germany2010,,"3,417,094,562,649",4186,Boomers
Azerbaijan,2000,female,5-14 years,0,95625,0.0,Colombia1995,0.776,"92,507,279,383",19351,Generation Z
El Salvador,1998,female,5-14 years,6,3691460,0.0,Bulgaria2008,0.649,"54,409,138,498",2499,Millenials
Saint Lucia,1987,female,55-74 years,6,87671,0.38,Finland2012,,"256,706,466,091",6606,Silent
Paraguay,2013,male,35-54 years,13,1583178,3.79,Paraguay1989,0.896,"4,599,970,618",18863,Millenials
Netherlands,1985,female,75+ years,13,223815,0.46,Italy1995,,"1,170,787,352,906",8423,Silent
Germany,1999,female,35-54 years,2343,5047975,4.04,Iceland1994,,"6,294,803,497",24334,Boomers
